Product Type,Marketing Category,Application Number or Monograph ID,Ingredient List,Non Proprietary Name,Proprietary Name,Labeler Name,NDC,Date_Inactive,Date_reactivated,links,ct_applications,ct_rows,prod_type_short
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200669,TULATHROMYCIN,TULATHROMYCIN,Tulissin 100,"Virbac AH, Inc.","51311-006-10,51311-006-25,51311-006-50,51311-006-51",,,https://www.accessdata.fda.gov/spl/data/9922998f-0cc0-4f7d-b2dc-521842d66316/9922998f-0cc0-4f7d-b2dc-521842d66316.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200674,DETOMIDINE HYDROCHLORIDE,DETOMIDINE HYDROCHLORIDE,Detomequin,Modern Veterinary Therapeutics LLC,"15914-007-01,15914-007-02",,,https://www.accessdata.fda.gov/spl/data/c18de470-621a-45c5-b7ad-9f886536a318/c18de470-621a-45c5-b7ad-9f886536a318.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200680,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin Flavored,"BUTLER ANIMAL HEALTH SUPPLY, LLC DBA COVETRUS NORTH AMERICA","11695-6954-1,11695-6954-5,11695-6955-2,11695-6955-5,11695-6956-2,11695-6956-5",,,https://www.accessdata.fda.gov/spl/data/2df473c7-db26-4c1b-b7f7-e73093874d15/2df473c7-db26-4c1b-b7f7-e73093874d15.xml,1,6,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200680,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin Flavored,FELIX PHARMACEUTICALS PRIVATE LIMITED,"86101-001-11,86101-001-19,86101-002-16,86101-002-50,86101-003-15,86101-003-50",,,https://www.accessdata.fda.gov/spl/data/a4a6f791-36ce-499f-8db2-e965c4818e1d/a4a6f791-36ce-499f-8db2-e965c4818e1d.xml,1,6,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200680,ENROFLOXACIN,ENROFLOXACIN,Enroquin Flavored,"Dechra Vet Products, LLC","17033-303-10,17033-303-50,17033-304-05,17033-304-25,17033-305-05,17033-305-20",,,https://www.accessdata.fda.gov/spl/data/18c3415a-52ff-4c89-b415-84c8701dd653/18c3415a-52ff-4c89-b415-84c8701dd653.xml,1,6,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200680,ENROFLOXACIN,ENROFLOXACIN,Enrosite Flavored,MWI/Vetone,"13985-978-05,13985-978-10,13985-979-25,13985-979-50,13985-980-20,13985-980-50",,,https://www.accessdata.fda.gov/spl/data/50f079c9-b61f-4ad1-9de6-a6efe5ee8d60/50f079c9-b61f-4ad1-9de6-a6efe5ee8d60.xml,1,6,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200680,ENROFLOXACIN,ENROFLOXACIN,Fluroxin Flavored,"ASPEN VETERINARY RESOURCES®, LTD","46066-018-32,46066-018-34,46066-019-31,46066-019-33,46066-020-29,46066-020-31",,,https://www.accessdata.fda.gov/spl/data/ae1a53c3-463a-40ce-bce3-921724749cef/ae1a53c3-463a-40ce-bce3-921724749cef.xml,1,6,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200688,ENROFLOXACIN,ENROFLOXACIN,Tenotryl,"Virbac AH, Inc.","51311-027-10,51311-027-25,51311-027-50",,,https://www.accessdata.fda.gov/spl/data/3f1398e4-3df1-4538-901d-2ceb5767f462/3f1398e4-3df1-4538-901d-2ceb5767f462.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200699,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Dexmedetomidine Hydrochloride,"BUTLER ANIMAL HEALTH SUPPLY, LLC DBA COVETRUS NORTH AMERICA",11695-6967-1,,,https://www.accessdata.fda.gov/spl/data/4d96efb9-18c3-435c-a9fb-e27f8cc85468/4d96efb9-18c3-435c-a9fb-e27f8cc85468.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200699,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Dexmedetomidine Hydrochloride,Parnell Technologies Pty Ltd,68504-006-10,,,https://www.accessdata.fda.gov/spl/data/7ab072f7-c1d4-4510-83eb-390ef9cab5f2/7ab072f7-c1d4-4510-83eb-390ef9cab5f2.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200707,TILMICOSIN PHOSPHATE,TILMICOSIN PHOSPHATE,Tilmovet AC Oral Solution,"Huvepharma, Inc.",23243-7287-1,,,https://www.accessdata.fda.gov/spl/data/ada19da2-4dbe-4ea7-9c48-b5c7d4769117/ada19da2-4dbe-4ea7-9c48-b5c7d4769117.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200708,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin,"BUTLER ANIMAL HEALTH SUPPLY, LLC DBA COVETRUS NORTH AMERICA",11695-6999-1,,,https://www.accessdata.fda.gov/spl/data/e3a6c965-34ee-46b8-baf6-335ac48caf15/e3a6c965-34ee-46b8-baf6-335ac48caf15.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200708,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin,FELIX PHARMACEUTICALS PRIVATE LIMITED,86101-015-42,,,https://www.accessdata.fda.gov/spl/data/a158a056-c84c-4f72-b2e3-7e3898a9f517/a158a056-c84c-4f72-b2e3-7e3898a9f517.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200708,ENROFLOXACIN,ENROFLOXACIN,Enroquin,"Dechra Vet Products, LLC",17033-324-20,,,https://www.accessdata.fda.gov/spl/data/9c00a7d9-c88f-4e08-a6b3-d53d98a84724/9c00a7d9-c88f-4e08-a6b3-d53d98a84724.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200715,TULATHROMYCIN,TULATHROMYCIN,Arovyn,Merck Sharp & Dohme Corp.,"0061-6607-02,0061-6607-03,0061-6607-04,0061-6607-05",,,https://www.accessdata.fda.gov/spl/data/f5cea869-babd-4b0d-ad3f-a16fc9e38f92/f5cea869-babd-4b0d-ad3f-a16fc9e38f92.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200720,ENROFLOXACIN,ENROFLOXACIN,Enroflox,Norbrook Laboratories Limited,"55529-180-26,55529-180-34,55529-181-26,55529-181-34,55529-182-26,55529-182-34",,,https://www.accessdata.fda.gov/spl/data/a749073b-9e18-4667-81f3-75be50986207/a749073b-9e18-4667-81f3-75be50986207.xml,1,6,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200723,TULATHROMYCIN,TULATHROMYCIN,Tulieve,Norbrook Laboratories Limited,"55529-166-01,55529-166-02,55529-166-04,55529-166-05,55529-166-06",,,https://www.accessdata.fda.gov/spl/data/10dd2601-59ac-4554-820d-9719b9e314c7/10dd2601-59ac-4554-820d-9719b9e314c7.xml,1,5,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200730,TULATHROMYCIN,TULATHROMYCIN,RESPIRmycin,Parnell Technologies Pty Ltd,"68504-004-01,68504-004-02,68504-004-03,68504-004-04",,,https://www.accessdata.fda.gov/spl/data/7a785de7-2b46-4c2d-95f9-4ec6c015b3b5/7a785de7-2b46-4c2d-95f9-4ec6c015b3b5.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200730,TULATHROMYCIN,TULATHROMYCIN,VACASAN,"Huvepharma, Inc.","23243-5282-1,23243-5282-2,23243-5282-5,23243-5282-6",,,https://www.accessdata.fda.gov/spl/data/d85e00db-9f86-44f6-9e84-db2246c83d82/d85e00db-9f86-44f6-9e84-db2246c83d82.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200737,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin,ZYVET ANIMAL HEALTH INC.,"86117-006-07,86117-006-12",,,https://www.accessdata.fda.gov/spl/data/78233624-fb4e-4eee-a208-8013990fec9b/78233624-fb4e-4eee-a208-8013990fec9b.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200737,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin Flavored,ZYVET ANIMAL HEALTH INC.,"86117-007-04,86117-007-11,86117-008-04,86117-008-10",,,https://www.accessdata.fda.gov/spl/data/78233624-fb4e-4eee-a208-8013990fec9b/78233624-fb4e-4eee-a208-8013990fec9b.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200745,TULATHROMYCIN,TULATHROMYCIN,RESPIRmycin 25,Parnell Technologies Pty Ltd,"68504-005-01,68504-005-02",,,https://www.accessdata.fda.gov/spl/data/8397a610-988d-42b0-928b-bb22456d3b5a/8397a610-988d-42b0-928b-bb22456d3b5a.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200745,TULATHROMYCIN,TULATHROMYCIN,VACASAN 25,"Huvepharma, Inc.","23243-2825-1,23243-2825-2",,,https://www.accessdata.fda.gov/spl/data/59c491c7-986f-436f-95bc-fe0de0121668/59c491c7-986f-436f-95bc-fe0de0121668.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200752,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Dexased,"ASPEN VETERINARY RESOURCES®, LTD",46066-088-13,,,https://www.accessdata.fda.gov/spl/data/f9491e38-76d2-4027-b2bb-d53bc89e7910/f9491e38-76d2-4027-b2bb-d53bc89e7910.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200752,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,DexmedVet,Cronus Pharma LLC,69043-038-10,,,https://www.accessdata.fda.gov/spl/data/75ad1a28-7807-4a52-b260-0cb7ac2e2cb2/75ad1a28-7807-4a52-b260-0cb7ac2e2cb2.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200752,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Sedexodine,MWI Animal Health,86136-105-31,,,https://www.accessdata.fda.gov/spl/data/d2f000fa-1b47-43f6-aa50-e8005e98e083/d2f000fa-1b47-43f6-aa50-e8005e98e083.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200758,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin,FELIX PHARMACEUTICALS PRIVATE LIMITED,86101-048-43,,,https://www.accessdata.fda.gov/spl/data/953ae0af-9d3b-4cee-b3e9-003b1e7a4d89/953ae0af-9d3b-4cee-b3e9-003b1e7a4d89.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200759,FUROSEMIDE,FUROSEMIDE,Furosemide,ZYVET ANIMAL HEALTH INC.,"86117-016-12,86117-017-12",,,https://www.accessdata.fda.gov/spl/data/5c23e9ee-08a2-4c2d-9341-5c18ad28f5d7/5c23e9ee-08a2-4c2d-9341-5c18ad28f5d7.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200760,FLORFENICOL,FLORFENICOL,Florfeniject,Cronus Pharma LLC,"69043-044-10,69043-044-25,69043-044-50",,,https://www.accessdata.fda.gov/spl/data/98b9971d-cc6f-4dc6-832b-34683fdcd548/98b9971d-cc6f-4dc6-832b-34683fdcd548.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200764,ENROFLOXACIN,ENROFLOXACIN,EnroPro 22.7,Cronus Pharma LLC,"69043-047-02,69043-047-05",,,https://www.accessdata.fda.gov/spl/data/9a19d133-17bc-41e2-9cc1-4a476ac89bcb/9a19d133-17bc-41e2-9cc1-4a476ac89bcb.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200765,ENROFLOXACIN,ENROFLOXACIN,EnroPro 100,Cronus Pharma LLC,"69043-048-10,69043-048-25,69043-048-50",,,https://www.accessdata.fda.gov/spl/data/e217a260-a01c-42c3-9a2a-b606e96d5402/e217a260-a01c-42c3-9a2a-b606e96d5402.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200781,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Flunine,Cronus Pharma LLC,"69043-055-10,69043-055-25,69043-055-50",,,https://www.accessdata.fda.gov/spl/data/f32c58b8-27f4-4983-8f8a-ee42ae68923f/f32c58b8-27f4-4983-8f8a-ee42ae68923f.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200824,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,FELIX PHARMACEUTICALS PRIVATE LIMITED,86101-061-41,,,https://www.accessdata.fda.gov/spl/data/d9f09009-4f9c-46a8-b1e2-7af4efab1171/d9f09009-4f9c-46a8-b1e2-7af4efab1171.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA011060,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HYDROCHLORIDE,Terramycin Scours,Zoetis Inc.,"54771-1203-1,54771-1203-2",,,https://www.accessdata.fda.gov/spl/data/700565af-e9e4-4a37-9976-05fcf394cce1/700565af-e9e4-4a37-9976-05fcf394cce1.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA012965,TYLOSIN,TYLOSIN,Tylan 200,Elanco US Inc.,"58198-0206-3,58198-0206-5",,,https://www.accessdata.fda.gov/spl/data/5bbe2a43-d82f-4068-afa9-c37e9d198cc7/5bbe2a43-d82f-4068-afa9-c37e9d198cc7.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA012965,TYLOSIN,TYLOSIN,Tylan 50,Elanco US Inc.,58198-0205-1,,,https://www.accessdata.fda.gov/spl/data/924d6190-f80f-48dc-a2f9-b38e77dab138/924d6190-f80f-48dc-a2f9-b38e77dab138.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA013076,TYLOSIN TARTRATE,TYLOSIN TARTRATE,Tylan Soluble,Elanco US Inc.,58198-1300-1,,,https://www.accessdata.fda.gov/spl/data/5de7d365-8c37-45f5-8567-f200bab92763/5de7d365-8c37-45f5-8567-f200bab92763.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA015102,SULFADIMETHOXINE,SULFADIMETHOXINE,Albon,Zoetis Inc.,"54771-8431-1,54771-8432-1,54771-8433-1,54771-8433-2",,,https://www.accessdata.fda.gov/spl/data/a2fbb430-8b44-464c-b3d6-c2667233dfde/a2fbb430-8b44-464c-b3d6-c2667233dfde.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA031715,SULFADIMETHOXINE,SULFADIMETHOXINE,Albon Bolus,Zoetis Inc.,"54771-8449-1,54771-8450-1,54771-8450-2",,,https://www.accessdata.fda.gov/spl/data/c3d97ecc-cdcf-4b55-8cbe-ae15dcb85887/c3d97ecc-cdcf-4b55-8cbe-ae15dcb85887.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA034025,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN,Lincomix,Zoetis Inc.,"54771-0617-1,54771-3256-1",,,https://www.accessdata.fda.gov/spl/data/7817fdea-68aa-475a-b2f1-619daad26ec6/7817fdea-68aa-475a-b2f1-619daad26ec6.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA034478,FUROSEMIDE,FUROSEMIDE,Salix,Merck Sharp & Dohme Corp.,57926-465-01,,,https://www.accessdata.fda.gov/spl/data/a72d4142-e1fa-4b92-b5a8-f67ebad35441/a72d4142-e1fa-4b92-b5a8-f67ebad35441.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA034621,FUROSEMIDE,FUROSEMIDE,Salix,Merck Sharp & Dohme Corp.,"57926-463-30,57926-464-31",,,https://www.accessdata.fda.gov/spl/data/0b18f935-a249-4b27-98af-f8144646bbe6/0b18f935-a249-4b27-98af-f8144646bbe6.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA038661,SPECTINOMYCIN,SPECTINOMYCIN,SpectoGard Water Soluble Powder,"Bimeda, Inc.",61133-5485-1,,,https://www.accessdata.fda.gov/spl/data/d40ec205-610b-498a-a9b7-6df82444c915/d40ec205-610b-498a-a9b7-6df82444c915.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA043304,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,Ketaset,Zoetis Inc.,54771-2013-1,,,https://www.accessdata.fda.gov/spl/data/5dd14bef-8b7d-42c0-a77a-84d624f98ee1/5dd14bef-8b7d-42c0-a77a-84d624f98ee1.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA043785,SULFADIMETHOXINE,SULFADIMETHOXINE,Albon,Zoetis Inc.,"54771-8435-1,54771-8435-2",,,https://www.accessdata.fda.gov/spl/data/ca4805ea-72db-4aa2-81d3-9d61cd479cd0/ca4805ea-72db-4aa2-81d3-9d61cd479cd0.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA044756,PHENYLBUTAZONE,PHENYLBUTAZONE,Phenylbutazone,MWI Animal Health,13985-019-01,,,https://www.accessdata.fda.gov/spl/data/f33419c6-7b95-48bc-b36e-ae581996dcfe/f33419c6-7b95-48bc-b36e-ae581996dcfe.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA045290,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,Ketamine hydrochloride,Covetrus North America,11695-0703-1,,,https://www.accessdata.fda.gov/spl/data/e8497336-0674-4846-a96c-026370c12c25/e8497336-0674-4846-a96c-026370c12c25.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA045290,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,Zetamine,MWI/VetOne,13985-584-10,,,https://www.accessdata.fda.gov/spl/data/5a6dfc15-96e9-4ea2-9437-fda9071a5ca8/5a6dfc15-96e9-4ea2-9437-fda9071a5ca8.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA047956,XYLAZINE,XYLAZINE,Rompun,"Dechra Vet Products, LLC",17033-099-05,,,https://www.accessdata.fda.gov/spl/data/b6ae48c8-dd07-400e-bbef-963891daed0b/b6ae48c8-dd07-400e-bbef-963891daed0b.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA055030,AMPICILLIN TRIHYDRATE,AMPICILLIN,POLYFLEX,Boehringer Ingelheim Animal Health USA Inc.,0010-4712-02,,,https://www.accessdata.fda.gov/spl/data/47d52438-1cb4-4b84-a6b6-e55cefb0e9e9/47d52438-1cb4-4b84-a6b6-e55cefb0e9e9.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA098379,GONADORELIN DIACETATE TETRAHYDRATE,GONADORELIN,CYSTORELIN,Boehringer Ingelheim Animal Health USA Inc.,"0010-8283-01,0010-8283-02,0010-8283-03,0010-8283-04,0010-8283-05",,,https://www.accessdata.fda.gov/spl/data/6969dfa1-25b1-4125-a9c8-fc21badcca29/6969dfa1-25b1-4125-a9c8-fc21badcca29.xml,1,5,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA101479,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Banamine,Merck Sharp & Dohme Corp.,"0061-0851-03,0061-0851-04",,,https://www.accessdata.fda.gov/spl/data/40b0699d-1dd8-48ad-a5e7-b78f963583ce/40b0699d-1dd8-48ad-a5e7-b78f963583ce.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA108901,DINOPROST TROMETHAMINE,DINOPROST TROMETHAMINE,Lutalyse Sterile,Zoetis Inc.,"54771-1327-1,54771-1327-2,54771-1327-3",,,https://www.accessdata.fda.gov/spl/data/25ecfae7-f1cd-49f9-b09f-900b43860b68/25ecfae7-f1cd-49f9-b09f-900b43860b68.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA113232,OXYTETRACYCLINE,OXYTETRACYCLINE,Liquamycin LA-200,Zoetis Inc.,"54771-1140-1,54771-1140-2,54771-1140-3",,,https://www.accessdata.fda.gov/spl/data/3cf51502-a26c-4399-bef9-f6c101b58f11/3cf51502-a26c-4399-bef9-f6c101b58f11.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA113645,CLOPROSTENOL SODIUM,CLOPROSTENOL SODIUM,Estrumate,Merck Sharp & Dohme Corp.,"0061-5995-01,0061-5995-02",,,https://www.accessdata.fda.gov/spl/data/eeeb15ae-7d78-4722-9a39-e7a5a3044b4e/eeeb15ae-7d78-4722-9a39-e7a5a3044b4e.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA120615,SULFAMETHAZINE,SULFAMETHAZINE,Sustain III,"Bimeda, Inc.","61133-1331-1,61133-1331-2,61133-1331-3",,,https://www.accessdata.fda.gov/spl/data/7494b858-1d4b-465b-a2cd-d0f0ebec29b1/7494b858-1d4b-465b-a2cd-d0f0ebec29b1.xml,1,3,Prescription
