Product Type,Marketing Category,Application Number or Monograph ID,Ingredient List,Non Proprietary Name,Proprietary Name,Labeler Name,NDC,Date_Inactive,Date_reactivated,links,ct_applications,ct_rows,prod_type_short
PRESCRIPTION ANIMAL DRUG,NADA,NADA120615,SULFAMETHAZINE,SULFAMETHAZINE SUSTAINED RELEASE CALF,Sustain III Calf,"Bimeda, Inc.","61133-1333-1,61133-1333-2",,,https://www.accessdata.fda.gov/spl/data/7fd23d0d-5728-42d5-b010-edd095bd68f7/7fd23d0d-5728-42d5-b010-edd095bd68f7.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA129034,FUROSEMIDE,FUROSEMIDE,Disal,Boehringer Ingelheim Animal Health USA Inc.,"0010-6738-01,0010-6739-01",,,https://www.accessdata.fda.gov/spl/data/65e5ad4b-06af-44d2-a03f-ff65f406643e/65e5ad4b-06af-44d2-a03f-ff65f406643e.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA129034,FUROSEMIDE,FUROSEMIDE,Furosemide,Covetrus North America,"11695-0090-5,11695-0091-5",,,https://www.accessdata.fda.gov/spl/data/f20828d0-7bba-4b6a-a583-0a09962b3cb9/f20828d0-7bba-4b6a-a583-0a09962b3cb9.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA129034,FUROSEMIDE,FUROSEMIDE,Furosemide,MWI/VetOne,"13985-585-50,13985-586-12",,,https://www.accessdata.fda.gov/spl/data/79963a8c-a226-4b47-b979-89ee87616c21/79963a8c-a226-4b47-b979-89ee87616c21.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA130435,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HYDROCHLORIDE,Oxytet Soluble,"Huvepharma, Inc","23243-6759-1,23243-6759-2,23243-6759-3",,,https://www.accessdata.fda.gov/spl/data/d393c46a-595d-462f-abde-d402644cc8ab/d393c46a-595d-462f-abde-d402644cc8ab.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA131538,FUROSEMIDE,FUROSEMIDE,Disal,Boehringer Ingelheim Animal Health USA Inc.,0010-6737-01,,,https://www.accessdata.fda.gov/spl/data/6bb89430-4e09-424e-8bc5-0c001ad9c8b9/6bb89430-4e09-424e-8bc5-0c001ad9c8b9.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA131538,FUROSEMIDE,FUROSEMIDE,Furosemide,Covetrus North America,11695-0092-1,,,https://www.accessdata.fda.gov/spl/data/e1bf1978-b1ff-48ed-b718-cfb1ae390fb8/e1bf1978-b1ff-48ed-b718-cfb1ae390fb8.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA131538,FUROSEMIDE,FUROSEMIDE,Furosemide,MWI/VetOne,13985-581-10,,,https://www.accessdata.fda.gov/spl/data/48cac097-d78a-43cb-bd80-6c48aec33d12/48cac097-d78a-43cb-bd80-6c48aec33d12.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA135780,BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,Torbugesic,Zoetis Inc.,"54771-2033-1,54771-2033-2",,,https://www.accessdata.fda.gov/spl/data/06b6d50d-016b-4cf4-a48d-3d37d13e394e/06b6d50d-016b-4cf4-a48d-3d37d13e394e.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA137409,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Banamine,Merck Sharp & Dohme Corp.,0061-0214-02,,,https://www.accessdata.fda.gov/spl/data/cb943394-d763-4d44-8d33-5066303710b0/cb943394-d763-4d44-8d33-5066303710b0.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA140338,CEFTIOFUR SODIUM,CEFTIOFUR SODIUM,Naxcel,Zoetis Inc.,"54771-3362-1,54771-3362-2",,,https://www.accessdata.fda.gov/spl/data/e9ca767e-7486-41c7-955c-e09ff45a2f6c/e9ca767e-7486-41c7-955c-e09ff45a2f6c.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA140441,ENROFLOXACIN,ENROFLOXACIN,Baytril,Elanco US Inc.,"58198-0022-1,58198-0022-2,58198-0023-1,58198-0023-2,58198-0024-1,58198-0024-2,58198-0025-1,58198-0025-2,58198-0026-1,58198-0026-2",,,"https://www.accessdata.fda.gov/spl/data/0762105e-ac34-4aac-9009-954e55362796/0762105e-ac34-4aac-9009-954e55362796.xml,https://www.accessdata.fda.gov/spl/data/231f2605-7f3a-44ab-aa3e-f514dffcd264/231f2605-7f3a-44ab-aa3e-f514dffcd264.xml",1,10,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA140442,XYLAZINE HYDROCHLORIDE,XYLAZINE,Anased,Cronus Pharma LLC,69043-043-05,,,https://www.accessdata.fda.gov/spl/data/3f2a8b5c-4848-46e2-8d39-8a3dfd50a2de/3f2a8b5c-4848-46e2-8d39-8a3dfd50a2de.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA140862,DETOMIDINE HYDROCHLORIDE,DETOMIDINE HYDROCHLORIDE,Dormosedan Sterile,Zoetis Inc.,"54771-6290-1,54771-6290-2",,,https://www.accessdata.fda.gov/spl/data/7da27da1-0f78-49d0-9eca-b631dbff8c86/7da27da1-0f78-49d0-9eca-b631dbff8c86.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA140929,TILMICOSIN PHOSPHATE,TILMICOSIN PHOSPHATE,Micotil 300,Elanco US Inc.,58198-0230-2,,,https://www.accessdata.fda.gov/spl/data/91608c2e-2c6d-474f-9d6b-073985efa083/91608c2e-2c6d-474f-9d6b-073985efa083.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141063,FLORFENICOL,FLORFENICOL,Nuflor,Merck Sharp & Dohme Corp.,"0061-1116-04,0061-1116-05,0061-1116-06",,,https://www.accessdata.fda.gov/spl/data/86938034-50aa-441b-a6c7-2bfc7e67bb8c/86938034-50aa-441b-a6c7-2bfc7e67bb8c.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141063,FLORFENICOL,FLORFENICOL,Nuflor-S,Merck Sharp & Dohme Corp.,0061-5581-02,,,https://www.accessdata.fda.gov/spl/data/262cc323-53db-4e2c-bdc7-66c443775c09/262cc323-53db-4e2c-bdc7-66c443775c09.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141068,ENROFLOXACIN,ENROFLOXACIN,Baytril,Elanco US Inc.,"58198-0021-1,58198-0021-2,58198-0021-3,58198-0021-4,58198-0021-5",,,https://www.accessdata.fda.gov/spl/data/0b76d8da-6edd-4c2a-a794-e24dd545c1b9/0b76d8da-6edd-4c2a-a794-e24dd545c1b9.xml,1,5,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141143,OXYTETRACYCLINE,OXYTETRACYCLINE,Noromycin 300 LA,Norbrook Laboratories Limited,"55529-015-02,55529-015-04,55529-015-05",,,https://www.accessdata.fda.gov/spl/data/281322ba-0aa3-4c8c-9403-cf1e7e778b52/281322ba-0aa3-4c8c-9403-cf1e7e778b52.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141189,MOXIDECTIN,MOXIDECTIN,ProHeart 6,Zoetis Inc.,"54771-3670-1,54771-3671-1,54771-3672-1",,,https://www.accessdata.fda.gov/spl/data/5927d202-f5e4-4cbd-9bca-ee14829a8aad/5927d202-f5e4-4cbd-9bca-ee14829a8aad.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141238,CEFTIOFUR HYDROCHLORIDE,CEFTIOFUR HYDROCHLORIDE,Spectramast LC,Zoetis Inc.,"54771-5279-1,54771-5279-2",,,https://www.accessdata.fda.gov/spl/data/b4c6617e-c811-4d66-b9df-c8f73ab9d599/b4c6617e-c811-4d66-b9df-c8f73ab9d599.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141239,CEFTIOFUR HYDROCHLORIDE,CEFTIOFUR HYDROCHLORIDE,Spectramast DC,Zoetis Inc.,"54771-5278-1,54771-5278-2",,,https://www.accessdata.fda.gov/spl/data/05ffa275-78c7-4b9e-978e-1990c80fc510/05ffa275-78c7-4b9e-978e-1990c80fc510.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141244,TULATHROMYCIN,TULATHROMYCIN,Draxxin,Zoetis Inc.,"54771-8174-1,54771-8174-2,54771-8174-3,54771-8174-4",,,https://www.accessdata.fda.gov/spl/data/09180f7b-f1f2-437c-b060-142b8ccfcbbb/09180f7b-f1f2-437c-b060-142b8ccfcbbb.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141267,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Dexdomitor,Zoetis Inc.,"54771-2805-1,54771-2806-1",,,https://www.accessdata.fda.gov/spl/data/bd30d4a1-7f03-4eda-b090-e17103772343/bd30d4a1-7f03-4eda-b090-e17103772343.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141288,CEFTIOFUR HYDROCHLORIDE,CEFTIOFUR HYDROCHLORIDE,Excenel RTU EZ,Zoetis Inc.,"54771-5402-1,54771-5402-2",,,https://www.accessdata.fda.gov/spl/data/25ef3e9f-13e0-48e0-91f0-15a5abb6aeff/25ef3e9f-13e0-48e0-91f0-15a5abb6aeff.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141306,DETOMIDINE HYDROCHLORIDE,DETOMIDINE HYDROCHLORIDE,Dormosedan,Zoetis Inc.,54771-6291-1,,,https://www.accessdata.fda.gov/spl/data/6af9c26c-9d31-48b2-b1de-d0ef68d67528/6af9c26c-9d31-48b2-b1de-d0ef68d67528.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141327,EPRINOMECTIN,EPRINOMECTIN,LongRange,Boehringer Ingelheim Animal Health USA Inc.,"0010-7216-02,0010-7216-03,0010-7216-04",,,https://www.accessdata.fda.gov/spl/data/c35cb99a-13d1-4b70-a8be-cccc0015a6ce/c35cb99a-13d1-4b70-a8be-cccc0015a6ce.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141349,TULATHROMYCIN,TULATHROMYCIN,Draxxin 25,Zoetis Inc.,"54771-8725-1,54771-8725-2,54771-8725-3",,,https://www.accessdata.fda.gov/spl/data/ce3d84b1-c0bc-4523-a441-bc8475f58216/ce3d84b1-c0bc-4523-a441-bc8475f58216.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141361,TILMICOSIN PHOSPHATE,TILMICOSIN PHOSPHATE,Pulmotil AC,Elanco US Inc.,58198-0470-1,,,https://www.accessdata.fda.gov/spl/data/1ac0dbea-44b2-49fa-b9eb-e94fad982738/1ac0dbea-44b2-49fa-b9eb-e94fad982738.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141442,DINOPROST TROMETHAMINE,DINOPROST TROMETHAMINE,Lutalyse HighCon Sterile,Zoetis Inc.,"54771-1328-1,54771-1328-2,54771-1328-3",,,https://www.accessdata.fda.gov/spl/data/e1f6023c-3add-40d2-bb73-4fd4c049e321/e1f6023c-3add-40d2-bb73-4fd4c049e321.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141450,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Banamine,Merck Sharp & Dohme Corp.,"0061-4363-01,0061-4363-02,0061-4363-03",,,https://www.accessdata.fda.gov/spl/data/2137850e-c283-4e44-bd21-6f4b757673b0/2137850e-c283-4e44-bd21-6f4b757673b0.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,NADA,NADA141519,MOXIDECTIN,MOXIDECTIN,ProHeart 12,Zoetis Inc.,"54771-0254-1,54771-0255-1,54771-0256-1",,,https://www.accessdata.fda.gov/spl/data/e7533db0-7310-442d-8c47-364207d70005/e7533db0-7310-442d-8c47-364207d70005.xml,1,3,Prescription
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,ANADA,ANADA200484,TYLOSIN PHOSPHATE,TYLOSIN PHOSPHATE,Tylovet 100 Type A Medicated Article,"Huvepharma, Inc.",23243-2350-1,,,https://www.accessdata.fda.gov/spl/data/95f8073c-eb79-49ee-a73d-f7f7e62bb49e/95f8073c-eb79-49ee-a73d-f7f7e62bb49e.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,ANADA,ANADA200484,TYLOSIN PHOSPHATE,TYLOSIN PHOSPHATE,Tylovet 40 Type A Medicated Article,"Huvepharma, Inc.",23243-2355-1,,,https://www.accessdata.fda.gov/spl/data/c9c293f1-3ba4-4711-b477-f40fb9876f79/c9c293f1-3ba4-4711-b477-f40fb9876f79.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,ANADA,ANADA200509,TILMICOSIN PHOSPHATE,TILMICOSIN PHOSPHATE,Tilmovet 90 Type A Medicated Article,"Huvepharma, Inc.",23243-2395-4,,,https://www.accessdata.fda.gov/spl/data/fde40e9b-78a5-4fd8-ab64-a8b871e94e4a/fde40e9b-78a5-4fd8-ab64-a8b871e94e4a.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,ANADA,ANADA200510,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Deracin 100 Meal,Pharmgate Animal Health,51429-105-05,,,https://www.accessdata.fda.gov/spl/data/fb272759-498e-4042-99a0-87f9bc6b6559/fb272759-498e-4042-99a0-87f9bc6b6559.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,ANADA,ANADA200510,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Deracin 50 Meal,Pharmgate Animal Health,51429-052-05,,,https://www.accessdata.fda.gov/spl/data/7bd5bbc0-b8c1-499c-88c5-ee0b1eaf356e/7bd5bbc0-b8c1-499c-88c5-ee0b1eaf356e.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,ANADA,ANADA200510,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Deracin 90 Meal,Pharmgate Animal Health,51429-092-05,,,https://www.accessdata.fda.gov/spl/data/5db4afbe-9f9b-4b03-9f92-4b80575560a2/5db4afbe-9f9b-4b03-9f92-4b80575560a2.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,ANADA,ANADA200803,FLORFENICOL,FLORFENICOL,PAQFLOR,Phibro Animal Health,"66104-8101-1,66104-8101-2",,,https://www.accessdata.fda.gov/spl/data/39764a20-7fe4-4379-bae0-244796454a94/39764a20-7fe4-4379-bae0-244796454a94.xml,1,2,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA012491,TYLOSIN PHOSPHATE,TYLOSIN PHOSPHATE,Tylan 100,Elanco US Inc.,58198-0099-1,,,https://www.accessdata.fda.gov/spl/data/33db31bb-a49b-42b9-8f02-8d7a99bb06ab/33db31bb-a49b-42b9-8f02-8d7a99bb06ab.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA012491,TYLOSIN PHOSPHATE,TYLOSIN PHOSPHATE,Tylan 40,Elanco US Inc.,58198-0040-1,,,https://www.accessdata.fda.gov/spl/data/1a726480-6dca-4bed-b3c6-ce8f6c7e3462/1a726480-6dca-4bed-b3c6-ce8f6c7e3462.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA038439,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE QUARTENARY SALT,Terramycin 200 for Fish,Phibro Animal Health,66104-7938-0,,,https://www.accessdata.fda.gov/spl/data/ae495c0a-d86d-474c-8b8c-1cbe805a8a94/ae495c0a-d86d-474c-8b8c-1cbe805a8a94.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA095143,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE,Terramycin 100,Phibro Animal Health,66104-7100-0,,,https://www.accessdata.fda.gov/spl/data/45526c6c-2d2e-46c4-bba4-25a0334b42ae/45526c6c-2d2e-46c4-bba4-25a0334b42ae.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA095143,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE,Terramycin 100 MR,Phibro Animal Health,66104-7940-0,,,https://www.accessdata.fda.gov/spl/data/b60754ba-9186-4690-ae45-f0cef7069823/b60754ba-9186-4690-ae45-f0cef7069823.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA095143,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE,Terramycin 200,Phibro Animal Health,66104-7868-0,,,https://www.accessdata.fda.gov/spl/data/4540127f-3f9e-4d28-aa1e-eb6a55d7f9a9/4540127f-3f9e-4d28-aa1e-eb6a55d7f9a9.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA095143,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE,Terramycin 200 Granular,Phibro Animal Health,66104-9701-1,,,https://www.accessdata.fda.gov/spl/data/60434171-2544-4787-a49e-8820c40f1278/60434171-2544-4787-a49e-8820c40f1278.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA095143,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE,Terramycin 50,Phibro Animal Health,66104-7200-0,,,https://www.accessdata.fda.gov/spl/data/af75fcb5-ae86-4056-ac01-6937becf9dce/af75fcb5-ae86-4056-ac01-6937becf9dce.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA097505,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE,Lincomix 20,Zoetis Inc.,54771-1439-1,,,https://www.accessdata.fda.gov/spl/data/f471fff5-debb-421d-bc23-114efa984953/f471fff5-debb-421d-bc23-114efa984953.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA097505,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE,Lincomix 50,Zoetis Inc.,54771-1494-2,,,https://www.accessdata.fda.gov/spl/data/a643afad-ddda-4ed7-8ed9-fe976999ea4d/a643afad-ddda-4ed7-8ed9-fe976999ea4d.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA138935,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Pennchlor 100 Hi-Flo,Pharmgate Animal Health,51429-102-01,,,https://www.accessdata.fda.gov/spl/data/a97faefe-d444-4969-aae7-b663c20e8576/a97faefe-d444-4969-aae7-b663c20e8576.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA138935,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Pennchlor 100G,Pharmgate Animal Health,51429-101-01,,,https://www.accessdata.fda.gov/spl/data/bd12d536-ea13-462b-be93-14a4c690be12/bd12d536-ea13-462b-be93-14a4c690be12.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA138935,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Pennchlor 50,Pharmgate Animal Health,51429-050-01,,,https://www.accessdata.fda.gov/spl/data/e2afe2a9-2fcd-4b85-b8bb-27c0f88ad44f/e2afe2a9-2fcd-4b85-b8bb-27c0f88ad44f.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA138935,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Pennchlor 50G,Pharmgate Animal Health,51429-051-01,,,https://www.accessdata.fda.gov/spl/data/b383b39f-928f-4a53-b259-0ef51fadb45b/b383b39f-928f-4a53-b259-0ef51fadb45b.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA138935,CHLORTETRACYCLINE CALCIUM,CHLORTETRACYCLINE CALCIUM,Pennchlor 90G,Pharmgate Animal Health,51429-091-01,,,https://www.accessdata.fda.gov/spl/data/cc0d1c01-0201-41f7-9a0f-e9f620ac6858/cc0d1c01-0201-41f7-9a0f-e9f620ac6858.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA138938,OXYTETRACYCLINE,OXYTETRACYCLINE,Pennox 100 Hi-Flo,Pharmgate Animal Health,51429-103-02,,,https://www.accessdata.fda.gov/spl/data/6cb16820-cab8-4d19-9f6e-55cd435dd7b7/6cb16820-cab8-4d19-9f6e-55cd435dd7b7.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA138938,OXYTETRACYCLINE,OXYTETRACYCLINE,Pennox 50,Pharmgate Animal Health,51429-053-02,,,https://www.accessdata.fda.gov/spl/data/5108f39f-e1ed-4b6b-bf7b-1715877ec7b2/5108f39f-e1ed-4b6b-bf7b-1715877ec7b2.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA140863,RACTOPAMINE HYDROCHLORIDE,RACTOPAMINE HYDROCHLORIDE,Paylean 9,Elanco US Inc.,"58198-0602-8,58198-0602-9",,,https://www.accessdata.fda.gov/spl/data/30fbce85-6660-46c8-9be5-b70a74ebba82/30fbce85-6660-46c8-9be5-b70a74ebba82.xml,1,2,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA141064,TILMICOSIN PHOSPHATE,TILMICOSIN PHOSPHATE,Pulmotil 90,Elanco US Inc.,58198-0472-9,,,https://www.accessdata.fda.gov/spl/data/346b53cb-3ce0-4114-960e-3467116a094c/346b53cb-3ce0-4114-960e-3467116a094c.xml,1,1,VFD
VFD TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA141246,FLORFENICOL,FLORFENICOL,Aquaflor Type A Medicated Article,Merck Sharp & Dohme Corp.,0061-1355-01,,,https://www.accessdata.fda.gov/spl/data/79793f9f-f555-4bdf-829d-c4a448fef2d7/79793f9f-f555-4bdf-829d-c4a448fef2d7.xml,1,1,VFD
